38800 210399746 0 0 0.586206912994 0.555555582047 0.13356167078 0.105409257114
37964 207542597 0 0 0.442307710648 0.30860671401 0.185653984547 0.207390338182
35019 208226458 0 0 0.340425550938 0.462910056114 1 1
37311 210566840 0 0 0.45454543829 0.474341630936 0.269953072071 0.27500000596
37812 209245958 1 1 0.645161271095 0.816496551037 0.468646883965 0.500693976879
33948 207391021 0 0 0.468085110188 0.377964496613 0.262886583805 0.126773133874
34894 208504340 1 1 0.616666674614 0.559017002583 0.0947712659836 0.276078790426
33522 207390709 0 0 0.535714268684 0.408248275518 0.134948074818 0.105409257114
34941 90136420 0 0 0.306122422218 0.534522473812 1 1
33562 205592439 0 0 0.363636374474 0.547722518444 0.0630841255188 0.0674199908972
34065 209310241 0 0 0.474576294422 0.534522473812 0.366255164146 0.533396422863
37257 205557539 0 0 0.527272701263 0.61721342802 0.123287677765 0.251976311207
30951 205599985 0 0 0.53947365284 0.534522473812 0.171875 0.427008390427
36029 207390671 0 0 0.482142865658 0.474341630936 0.203883469105 0.239045724273
4696 90049928 1 1 0.516129016876 0.577350258827 0.287128686905 0.222717702389
28059 205844283 0 0 0.519230782986 0.428571432829 0.120418846607 0.0
38475 10333848 0 0 0.482142865658 0.365148365498 0.06640625 0.0
37141 205599985 0 0 0.486842095852 0.402911484241 0.128440380096 0.257172256708
36494 206615080 0 0 0.607142865658 0.503952622414 0.225961565971 0.289682745934
24789 203017912 0 0 0.196721315384 0.25819888711 0.114503800869 0.129099443555
34926 208117931 0 1 0.625 0.666666686535 1 1
28272 207959814 0 0 0.530303001404 0.597614347935 0.186868667603 0.0629940778017
29816 208455891 1 1 0.37142854929 0.845154225826 1 1
34637 210441166 0 0 0.405405402184 0.569802880287 0.0108303427696 0.0
13155 201699873 0 0 0.261904776096 0.30860671401 0.333333313465 0.395284712315
16329 210521578 1 0 0.444444417953 0.507092535496 1 1
27857 207666380 0 0 0.325581371784 0.267261236906 0.0148515105247 0.0
36957 207542597 0 0 0.365384638309 0.534522473812 0.133333325386 0.160128161311
34496 207900343 0 0 0.673913002014 0.61721342802 0.134920656681 0.164398998022
35185 208156275 0 0 0.360000014305 0.428571432829 1 1
29825 204274645 0 0 0.158730149269 0.353553414345 1 1
29099 204505951 0 0 0.693877577782 0.61721342802 0.131428599358 0.0
37477 207542599 0 0 0.383333325386 0.316227763891 1 1
16877 208653765 0 0 0.300000011921 0.474341630936 0.0688259005547 0.0857492983341
38587 209199789 0 0 0.381818175316 0.433012723923 1 1
36816 208893656 1 0 0.392156839371 0.408248275518 1 1
22212 90144998 0 0 0.813953518867 0.365148365498 1 1
34379 208112354 0 0 0.510204076767 0.771516740322 0.211981594563 0.0
34754 206854516 0 0 0.547619044781 0.53300178051 0.0638297796249 0.134839981794
28272 208154550 0 0 0.515151500702 0.478091448545 0.186868667603 0.0629940778017
25829 207390496 0 0 0.34375 0.381385028362 0.0962963104248 0.0
26346 207543191 0 0 0.446153819561 0.530330121517 0.267676770687 0.184637233615
8552 203024998 0 0 0.625 0.408248275518 0.231182813644 0.113960579038
36454 207682340 0 0 0.446153819561 0.527046322823 0.0732984542847 0.141421362758
35851 202899626 0 0 0.333333313465 0.400891840458 0.0239999890327 0.0
33209 210460676 0 0 0.176470577717 0.267261236906 1 1
28978 210461432 0 0 0.370967745781 0.285714298487 1 1
36993 208653775 0 0 0.450980365276 0.338061690331 1 1
